3990,124600,800,66300,
4000,123100,800,64100,
4010,127200,700,65900,
4020,127000,800,75000,
4030,126500,800,67600,
4040,207400,800,66700,
4050,129300,800,66800,
4060,131200,800,69800,
4070,225500,800,69900,
4080,158900,800,68900,
4090,132100,800,67800,
4100,127500,800,68500,
4110,134500,800,75600,
4120,127300,800,70200,
4130,132300,700,72200,
4140,133700,800,69200,
4150,134200,800,68700,
4160,131600,800,68100,
4170,130200,900,70000,
4180,133400,800,70900,
4190,128300,800,70800,
4200,131400,800,68800,
4210,134000,800,69100,
4220,140800,800,70800,
4230,132300,800,70300,
4240,135400,800,70500,
4250,130800,800,71800,
4260,134800,800,71400,
4270,134400,800,70600,
4280,133500,900,75800,
4290,134600,800,70700,
4300,135700,900,74300,
4310,137900,800,72000,
4320,130400,800,68400,
4330,139200,900,69800,
4340,136300,900,70800,
4350,140000,900,72300,
4360,138400,800,72200,
4370,136200,800,69600,
4380,140400,800,89000,
4390,162500,1100,94000,
4400,163100,1100,92700,
4410,167100,1200,101700,
4420,162200,1000,93800,
4430,169200,1100,92700,
4440,172700,1100,95000,
4450,174200,1100,93400,
4460,149100,900,74200,
4470,143300,800,74400,
4480,144800,900,71100,
4490,141300,800,75600,
4500,138400,900,77000,
4510,138400,900,75800,
4520,139900,800,76300,
4530,181700,900,74300,
4540,143100,800,75900,
4550,142600,800,74300,
4560,140200,800,77500,
4570,141700,900,77900,
4580,147200,800,74800,
4590,147500,900,74400,
4600,150600,900,76900,
4610,145500,800,78200,
4620,145800,800,76200,
4630,153400,900,251600,
4640,149000,900,76700,
4650,145700,800,106900,
4660,221700,900,73600,
4670,148500,900,75700,
4680,149300,900,170100,
4690,172100,900,77900,
4700,145600,900,76100,
4710,148800,900,80200,
4720,153300,900,75800,
4730,149800,900,75100,
4740,150600,900,77300,
4750,152200,900,77600,
4760,154000,900,77000,
4770,148300,800,78400,
4780,155000,900,75400,
4790,155100,900,76700,
4800,154300,900,78700,
4810,148000,900,82600,
4820,151600,900,77300,
4830,153300,900,80900,
4840,150300,900,82200,
4850,159200,900,77400,
4860,155500,900,80200,
4870,158600,900,78600,
4880,155900,900,79300,
4890,152400,900,82700,
4900,155200,900,83900,
4910,158300,900,80200,
4920,160300,1000,83300,
4930,157900,900,83900,
4940,180400,1000,86900,
4950,150700,900,79300,
4960,154800,1000,80100,
4970,157300,1000,79200,
4980,161800,900,81700,
4990,159700,1000,81600,
5000,160400,900,82900,
5010,162800,900,79400,
5020,163000,1000,81500,
5030,156800,900,81900,
5040,166200,900,82600,
5050,157300,1000,82900,
5060,162200,1000,84500,
5070,266500,1100,87500,
5080,165200,1100,82300,
5090,159800,1000,83900,
5100,160400,1000,136900,
5110,164000,1000,85100,
5120,156600,900,80900,
5130,162200,1000,84800,
5140,325400,1000,82600,
5150,167400,1000,84100,
5160,244600,1000,86600,
5170,164000,1000,84100,
5180,170000,1000,177300,
5190,194300,1000,83900,
5200,171300,1000,84200,
5210,164300,900,82400,
5220,164700,1000,87200,
5230,162300,1000,85500,
5240,172800,1000,85000,
5250,167100,1000,86100,
5260,164800,1000,84500,
5270,167700,1000,85800,
5280,161900,900,86200,
5290,166900,1000,86600,
5300,165600,1000,85500,
5310,172300,1000,86500,
5320,169100,1000,88000,
5330,170700,1000,87900,
5340,171200,1000,90200,
5350,168500,1000,91100,
5360,164000,1000,87000,
5370,173300,1000,87200,
5380,174000,1000,89000,
5390,172000,1000,88200,
5400,176200,1000,87800,
5410,170600,1000,87300,
5420,173000,1000,87300,
5430,168200,1000,88500,
5440,170900,1000,89200,
5450,170000,1000,89300,
5460,177800,1000,88600,
5470,170900,1000,88300,
5480,175400,1000,91500,
5490,177100,1000,87200,
5500,178500,1000,89900,
5510,176400,1000,93500,
5520,180500,1000,95800,
5530,174500,1000,87800,
5540,178900,1000,87800,
5550,175800,1000,92900,
5560,182500,1000,87900,
5570,175800,1000,94200,
5580,175000,1100,90100,
5590,267400,1100,92300,
5600,177900,1100,92000,
5610,240200,1100,91800,
5620,209100,1000,94900,
5630,185700,1000,91000,
5640,179000,1000,91300,
5650,180300,1000,259600,
5660,181000,1000,89400,
5670,173400,1000,95400,
5680,212800,1000,92600,
5690,181400,1100,92300,
5700,206300,1100,92400,
5710,184200,1100,92100,
5720,182400,1100,95500,
5730,185200,1100,93300,
5740,177800,1100,94200,
5750,181000,1000,94100,
5760,266900,1100,96900,
5770,188700,1100,94200,
5780,193600,1100,94200,
5790,177900,1000,93000,
5800,185500,1100,93100,
5810,186300,1100,95100,
5820,184900,1100,95700,
5830,180900,1100,94900,
5840,186600,1100,94900,
5850,184400,1100,97300,
5860,186600,1100,121900,
5870,184500,1100,99700,
5880,186800,1100,95600,
5890,183200,1100,92000,
5900,190000,1100,99500,
5910,179300,1100,94500,
5920,186000,1100,95100,
5930,187400,1100,93900,
5940,192900,1100,95900,
5950,190300,1100,98600,
5960,193300,1100,101300,
5970,191800,1100,94900,
5980,194900,1200,101100,
5990,193900,1100,96500,
6000,192900,1100,95200,
6010,197500,1100,101700,
6020,192900,1100,99200,
6030,192900,1100,102400,
6040,186700,1100,99600,
6050,188100,1100,99000,
6060,201700,1200,103700,
6070,302300,1300,99700,
6080,200000,1100,96200,
6090,198300,1100,99700,
6100,189200,1100,310700,
6110,200700,1100,101400,
6120,196500,1100,97400,
6130,306300,1200,99600,
6140,198800,1200,110600,
6150,189400,1200,98100,
6160,201700,1100,104200,
6170,195900,1100,100500,
6180,196100,1100,102500,
6190,198400,1100,97200,
6200,229300,1200,104000,
6210,201400,1100,182600,
6220,196600,1200,103700,
6230,203600,1100,100100,
6240,200900,1200,102900,
6250,294100,1200,101500,
6260,228000,1200,105300,
6270,294800,1100,102700,
6280,208200,1100,101500,
6290,209700,1100,104400,
6300,198700,1200,99200,
6310,199000,1200,103400,
6320,203600,1200,100500,
6330,201500,1200,103800,
6340,204700,1200,102200,
6350,205100,1200,104700,
6360,204100,1100,102100,
6370,207300,2100,107900,
6380,208600,1200,107100,
6390,206900,1100,102700,
6400,201200,1200,104400,
6410,208200,1200,103400,
6420,209700,1200,108500,
6430,206900,1100,109800,
6440,203000,1200,103600,
6450,209900,1200,108800,
6460,207700,1200,109000,
6470,209300,1100,105400,
6480,210300,1200,102800,
6490,205400,1200,106400,
6500,313500,1300,109900,
6510,215300,1300,104500,
6520,207000,1200,105600,
6530,410800,1200,104400,
6540,206300,1200,103600,
6550,211300,1200,104900,
6560,249500,1300,107200,
6570,213500,1200,108000,
6580,208200,1200,256300,
6590,214100,1200,112900,
6600,319400,1200,110800,
6610,205100,1200,113000,
6620,236200,1300,111400,
6630,216400,1300,112800,
6640,217200,1200,135600,
6650,217800,1200,113400,
6660,214500,1200,108100,
6670,213900,1300,109600,
6680,215700,1200,110400,
6690,215300,1200,117700,
6700,220800,1200,113600,
6710,213000,1200,107100,
6720,221900,1300,114900,
6730,219900,1200,119000,
6740,218000,1300,110200,
6750,215000,1200,114200,
6760,213100,1200,113600,
6770,209200,1200,113000,
6780,222700,1200,113300,
6790,220800,1200,109300,
6800,215100,1200,113900,
6810,223600,1300,116000,
6820,224100,1300,113600,
6830,221400,1300,112000,
6840,223400,1200,115500,
6850,219200,1300,112700,
6860,229800,1200,115200,
6870,226800,1300,110500,
6880,219700,1300,112500,
6890,225300,1300,116400,
6900,220400,1300,115200,
6910,341600,1300,116800,
6920,227400,1300,115600,
6930,222800,1200,151200,
6940,224800,1200,118500,
6950,224900,1300,114700,
6960,225300,1300,112700,
6970,214800,1200,118400,
6980,221300,1300,117200,
6990,227200,1300,121100,
7000,231600,1300,118100,
7010,256500,1300,133900,
7020,229000,1300,113500,
7030,239900,1300,121800,
7040,229700,1300,209100,
7050,259500,1300,118300,
7060,221700,1300,113500,
7070,226600,1300,116300,
7080,227700,1300,218300,
7090,239000,1300,121400,
7100,255400,1300,120400,
7110,232400,1400,117200,
7120,235400,1300,118900,
7130,232500,1300,121300,
7140,235800,1300,118700,
7150,239600,1300,120900,
7160,232300,1300,121700,
7170,226800,1300,118900,
7180,223800,1300,123500,
7190,231800,1300,124800,
7200,231000,1300,120000,
7210,229100,1200,125900,
7220,229800,1300,121600,
7230,233000,1300,122000,
7240,232700,1300,123000,
7250,231400,1300,118500,
7260,229100,1300,125400,
7270,243000,1400,121600,
7280,232400,1300,128000,
7290,226400,1300,129700,
7300,239000,1300,122300,
7310,233000,1300,120200,
7320,234400,1300,121300,
7330,235200,1400,127800,
7340,284800,1900,170500,
7350,293900,1900,175700,
7360,295700,1900,173700,
7370,289400,1900,174900,
7380,288800,1900,172800,
7390,289100,1900,172100,
7400,284500,1900,176400,
7410,295700,1900,174300,
7420,243100,1300,122400,
7430,243800,1300,126700,
7440,238900,1400,126500,
7450,241300,1300,122100,
7460,244900,1300,126700,
7470,239900,1400,124800,
7480,241500,1300,130000,
7490,244600,1300,128400,
7500,238200,1300,131800,
7510,240600,1400,126200,
7520,241200,1300,127900,
7530,237100,1300,127900,
7540,247900,1300,124500,
7550,249100,1300,125200,
7560,245200,1300,126800,
7570,243200,1400,130000,
7580,296400,1900,179300,
7590,303600,2000,180600,
7600,295100,2000,177600,
7610,295200,1900,179400,
7620,295900,2000,181600,
7630,246700,1400,128500,
7640,250600,1400,132300,
7650,249200,1400,136300,
7660,246300,1400,130400,
7670,251100,1400,135200,
7680,242700,1300,127400,
7690,241100,1400,127600,
7700,246900,1400,128400,
7710,259600,1400,129100,
7720,247700,1400,131400,
7730,251200,1400,130300,
7740,250700,1400,127800,
7750,244800,1400,130400,
7760,251900,1400,131400,
7770,260300,1300,130500,
7780,253700,1400,129700,
7790,257900,1400,132000,
7800,251200,1400,135200,
7810,254500,1400,130800,
7820,253500,1400,133000,
7830,253900,1400,133200,
7840,251800,1400,134500,
7850,250000,1400,139400,
7860,246000,1500,128900,
7870,240500,1400,140500,
7880,252400,1500,132900,
7890,255700,1500,135800,
7900,250000,1400,135700,
7910,257200,1400,133100,
7920,248000,1500,133600,
7930,264600,1500,134500,
7940,250900,1400,132500,
7950,257100,1500,136400,
7960,252500,1500,138500,
7970,255700,1400,132700,
7980,264500,1400,134200,
7990,258300,1500,137400,
8000,263900,1400,135200,
8010,262600,1500,134700,
8020,257400,1500,134600,
8030,263100,1400,137900,
8040,260700,1400,136100,
8050,254500,1500,132300,
8060,257900,1400,135000,
8070,256000,1500,135200,
8080,261800,1400,136600,
8090,267100,1400,139700,
8100,260200,1500,139200,
8110,257000,1500,133800,
8120,275800,1500,137700,
8130,266400,1500,132900,
8140,264800,1500,133100,
8150,267500,1500,136200,
8160,257600,1500,139900,
8170,259900,1500,132100,
8180,265100,1500,138200,
8190,259000,1500,137300,
8200,268200,1500,138900,
8210,264100,1500,138800,
8220,257700,1400,135900,
8230,268800,1500,138100,
8240,269100,1500,138300,
8250,268800,1500,141300,
8260,271500,1500,135300,
8270,267800,1500,136500,
8280,265700,1500,140600,
8290,268900,1500,140500,
8300,273200,1400,141200,
8310,276000,1500,136000,
8320,276900,1500,158900,
8330,268600,1500,140200,
8340,268900,1500,138300,
8350,268900,1600,141900,
8360,272100,1500,142300,
8370,268100,1600,145800,
8380,270500,1500,140200,
8390,270000,1500,137900,
8400,268700,1600,135700,
8410,279700,1500,146300,
8420,273800,1500,140600,
8430,270700,1600,139400,
8440,275900,1600,141800,
8450,271800,1500,142100,
8460,272100,1600,148000,
8470,267700,1600,141700,
8480,286400,1500,143600,
8490,278100,1600,141900,
8500,280600,1500,144300,
8510,279500,1500,137900,
8520,274000,1500,141800,
8530,272400,1600,143500,
8540,276800,1500,147700,
8550,264800,1600,146900,
8560,278100,1500,146000,
8570,277000,1500,143600,
8580,283400,1600,146100,
8590,278500,1500,145900,
8600,289000,1600,145400,
8610,278500,1500,147100,
8620,287000,1600,139800,
8630,278800,1500,147300,
8640,289200,1600,144100,
8650,285400,1500,140600,
8660,278600,1600,143000,
8670,288800,1600,144600,
8680,287700,1600,149100,
8690,278300,1600,145300,
8700,285700,1600,148600,
8710,286400,1600,147100,
8720,274300,1600,147500,
8730,288100,1500,144000,
8740,279500,1600,142500,
8750,282400,1600,149100,
8760,284100,1600,145500,
8770,287800,1600,146500,
8780,294600,1600,145000,
8790,282700,1600,144200,
8800,288800,1600,144900,
8810,288800,1600,144800,
8820,283000,1600,148300,
8830,291500,1600,147100,
8840,277600,1600,146500,
8850,284200,1600,148300,
8860,285800,1600,150800,
8870,290200,1600,142400,
8880,294100,1600,146400,
8890,280500,1600,153200,
8900,276800,1600,146100,
8910,273900,1600,146700,
8920,294300,1600,152000,
8930,298900,1700,150600,
8940,297600,1600,144800,
8950,292500,1600,151500,
8960,300900,1600,144100,
8970,281500,1600,149100,
8980,298600,1700,153000,
8990,291800,1600,155500,
9000,295500,1600,148500,
9010,294700,1600,147000,
9020,289400,1600,150300,
9030,301600,1600,152100,
9040,290200,1600,151100,
9050,296900,1700,146800,
9060,301200,1600,151400,
9070,296600,1700,149300,
9080,293500,1700,146700,
9090,300000,1700,153800,
9100,296300,1600,152500,
9110,290000,1600,148500,
9120,293900,1600,150800,
9130,300500,1600,152700,
9140,284300,1600,150200,
9150,298400,1600,151500,
9160,299400,1700,153700,
9170,281800,1600,150500,
9180,308600,1600,158900,
9190,296200,1600,151500,
9200,302000,1700,148100,
9210,296900,1700,152500,
9220,306300,1600,149100,
9230,305600,1600,149000,
9240,305300,1600,154200,
9250,297400,1700,158700,
9260,291900,1600,151300,
9270,306200,1700,156100,
9280,298300,1700,155800,
9290,291000,1700,151900,
9300,299500,1600,156500,
9310,299400,1700,153400,
9320,310600,1700,154700,
9330,307300,1700,161000,
9340,312500,1700,159600,
9350,298400,1600,152600,
9360,304900,1700,152300,
9370,293700,1700,153000,
9380,305700,1700,152400,
9390,308700,1600,153900,
9400,305900,1700,157800,
9410,310300,1700,159100,
9420,307400,1600,154300,
9430,307800,1600,161100,
9440,313200,1700,156400,
9450,308600,1600,157200,
9460,303500,1700,155300,
9470,308500,1700,158600,
9480,308000,1700,160600,
9490,305400,1700,159700,
9500,309600,1700,155400,
9510,309600,1700,161000,
9520,320400,1700,153800,
9530,300800,1700,155400,
9540,302100,1700,154100,
9550,308400,1700,155900,
9560,318600,1700,154500,
9570,318700,1700,157200,
9580,315600,1700,155200,
9590,302800,1700,156900,
9600,313900,1800,158500,
9610,316700,1700,161600,
9620,320000,1700,158400,
9630,313500,1700,166100,
9640,319100,1700,162500,
9650,306100,1700,156700,
9660,311800,1700,167900,
9670,320100,1700,156600,
9680,313100,1700,172500,
9690,363100,1700,160000,
9700,311100,1700,159100,
9710,337200,1700,162600,
9720,327600,1700,169400,
9730,328200,1700,158100,
9740,326700,1800,165900,
9750,323400,1700,159100,
9760,309200,1800,161100,
9770,317300,1800,159300,
9780,313900,1800,169400,
9790,314200,1800,161300,
9800,327400,1800,161500,
9810,321300,1800,160900,
9820,318300,1700,161700,
9830,319000,1800,168500,
9840,307300,1700,162100,
9850,318100,1700,161100,
9860,316800,1800,162900,
9870,314600,1800,166400,
9880,326100,1800,163000,
9890,324900,1700,162200,
9900,319700,1800,164200,
9910,333500,1800,167100,
9920,323100,1700,161000,
9930,312600,1700,175100,
9940,316700,1700,163100,
9950,324800,1700,168200,
9960,330900,1800,162500,
9970,313000,1800,174500,
9980,328000,1800,180600,
9990,326100,1800,169400,
10000,324500,1800,168800,
10010,311400,1800,164000,
10020,326600,1800,163800,
10030,317300,1800,170400,
10040,328400,1800,176700,
10050,334500,1800,165500,
10060,317200,1800,163000,
10070,335900,1800,164200,
10080,332000,2200,172400,
10090,330300,1700,164400,
10100,323700,1800,168800,
10110,326800,1800,173300,
10120,329000,2000,169400,
10130,316900,1800,172000,
10140,322700,1800,168500,
10150,328500,1800,172600,
10160,336700,1900,167700,
10170,325300,2700,162700,
10180,329100,1800,172200,
10190,341100,1800,163600,
10200,335000,1800,172300,
10210,326200,1800,163900,
10220,327000,1900,172500,
10230,325900,1800,166600,
10240,338200,1800,164800,
10250,336100,1900,165300,
10260,340000,1900,172300,
10270,329400,1900,173000,
10280,350900,2300,166600,
10290,338800,1900,165700,
10300,335000,1900,167100,
10310,342800,1900,175700,
10320,324200,1900,167500,
10330,366000,1800,174200,
10340,335000,1900,180700,
10350,322500,1800,175600,
10360,327900,2800,179300,
10370,337500,1800,169800,
10380,333800,1800,169500,
10390,332900,1900,173200,
10400,333400,1800,182100,
10410,337500,1800,172100,
10420,340600,1800,176900,
10430,325400,1900,172800,
10440,335400,1800,167900,
10450,344100,1800,179100,
10460,341500,2600,179600,
10470,348600,1900,186900,
10480,345200,1900,180000,
10490,348700,1800,174900,
10500,346000,1900,169800,
10510,333400,1900,169100,
10520,351200,1800,172700,
10530,346300,1800,176300,
10540,346100,1900,169300,
10550,342900,1900,181300,
10560,343000,1800,174800,
10570,350200,1900,175500,
10580,366000,1800,174200,
10590,336000,1800,179300,
10600,358900,1900,175100,
10610,343800,1900,177100,
10620,345300,1800,173700,
10630,342700,1800,182200,
10640,348800,1900,173400,
10650,348200,1800,184200,
10660,343500,1900,175600,
10670,341300,1900,175700,
10680,343200,1900,179400,
10690,351100,1900,173800,
10700,351900,1900,180600,
10710,347300,1800,183100,
10720,343400,1900,179600,
10730,351900,1900,175200,
10740,360300,1900,177100,
10750,353600,1900,178300,
10760,357800,1900,178000,
10770,340400,1800,172600,
10780,356600,1900,179800,
10790,349800,1800,181400,
10800,353400,1900,171700,
10810,354500,1900,174300,
10820,361200,2000,179300,
10830,351700,1900,175800,
10840,352100,1900,173100,
10850,350100,1900,187100,
10860,361900,1800,181100,
10870,355200,1900,177000,
10880,355200,1900,176100,
10890,344000,1900,181500,
10900,352000,1900,174000,
10910,342300,1900,179800,
10920,357700,1900,177500,
10930,343800,2000,174700,
10940,352200,1900,176300,
10950,345800,1900,184300,
10960,354100,1900,184000,
10970,367000,1900,187200,
10980,356000,1900,177600,
10990,358600,1900,184300,
11000,349500,1900,188300,
11010,359100,2000,180400,
11020,360600,1900,187600,
11030,351900,1900,187900,
11040,354100,1900,179900,
11050,353100,1900,182000,
11060,354900,2000,176800,
